texts,texts_deepcut,action,object,destination
ช่วยเช็คให้หน่อยค่ะว่าอินเตอร์เน็ตใช้งานครบ ปีหรือยังค่ะ,ช่วย เช็ค ให้ หน่อย ค่ะ ว่า อินเตอร์เน็ต ใช้ งาน ครบ ปี หรือ ยัง ค่ะ,enquire,package,promotions
ไม่มีบิลค่าบริการมาที่บ้าน เลยไม่รู้ว่าต้องจ่ายเงินเท่าไรอ่ะค่ะ,ไม่ มี บิล ค่า บริการ มา ที่ บ้าน เลย ไม่ รู้ ว่า ต้อง จ่าย เงิน เท่า ไร อ่ะ ค่ะ,enquire,bill,billing and payment
สวัสดีคะ รบกวนสอบถามคะ พอดีว่ามีเบอร์ของ Air Card มาใส่เครื่อง g plus คะ โทรเข้าได้ แต่โทรออกไมได้คะ,สวัสดี คะ รบกวน สอบถาม คะ พอดี ว่า มี เบอร์ ของ Air Card มา ใส่ เครื่อง g plus คะ โทร เข้า ได้ แต่ โทร ออกไมได้คะ,report,phone_issues,billing and payment
ค่าใช้จ่ายตอนนี้ใช้เกินไปเท่าไหร่แล้วครับ,ค่า ใช้จ่าย ตอน นี้ ใช้ เกิน ไป เท่า ไหร่ แล้ว ครับ,enquire,balance,billing and payment
ซื้อเครื่องที่ทรู ตอนนี้ยังใช้เบอร์ไม่ได้,ซื้อ เครื่อง ที่ ทรู ตอน นี้ ยัง ใช้ เบอร์ ไม่ ได้,report,phone_issues,billing and payment
จะยกเลิกเสียงรอสาย,จะ ยกเลิก เสียง รอสาย,cancel,service,other queries
ผมจะเปลี่ยนโปรโมชั่นใหม่อ่ะครับ,ผม จะ เปลี่ยน โปรโมชั่น ใหม่ อ่ะครับ,change,package,promotions
ขอเปิดสัญญาณและขอเพิ่มวงเงินชั่วคราวค่ะ,ขอ เปิด สัญญาณ และ ขอ เพิ่ม วง เงิน ชั่วคราว ค่ะ,activate,service,billing and payment
จะเติมเงินต้องทำยังไง,จะ เติม เงิน ต้อง ทำ ยัง ไง,enquire,payment,billing and payment
สวัสดีค่ะ ไม่ทราบว่าทรูมูฟมีโปรโมชั่นอินเตอร์เน็ตอะไรบ้างค่ะ,สวัสดี ค่ะ ไม่ ทราบ ว่า ทรูมูฟ มี โปรโมชั่นอินเตอร์เน็ต อะไร บ้าง ค่ะ,enquire,promotion,promotions
ตอนนี้ มี แพ็กเกจ อะไรบ้าง,ตอน นี้ มี แพ็กเกจ อะไร บ้าง,enquire,promotion,promotions
สวัสดีครับผมจะสอบถามเบอร์โทรที่จะไปสมัครเล่นอินเทอร์เน็ตแบลคเบอร์รี่หน่อยครับ,สวัสดี ครับ ผม จะ สอบถาม เบอร์โทร ที่ จะ ไป สมัคร เล่น อินเทอร์เน็ต แบลคเบอร์ รี่ หน่อย ครับ,enquire,internet,internet
ผมจะเดินทางไปญี่ปุ่น แล้วแล้วผมเพิ่งโอนย้ายเครือข่ายมาจากทรูมูฟ แล้วเปิดโรมมิ่งแล้ว รบกวนตรวจสอบให้ที,ผม จะ เดินทาง ไป ญี่ปุ่น แล้ว แล้ว ผม เพิ่ง โอนย้าย เครือข่าย มา จาก ทรูมูฟ แล้ว เปิด โรม มิ่ง แล้ว รบกวน ตรวจสอบ ให้ที,enquire,roaming,international dialing
กดรหัสบัตรเติมเงินผิด,กดรหัส บัตร เติมเงินผิด,enquire,payment,billing and payment
จะสอบถามเรื่องโปรโมชั่นหน่ะครับ ทรูมูฟมีโปรโมชั่นเกี่ยวกับไลน์ไหมครับ,จะ สอบถาม เรื่อง โปรโมชั่น หน่ะ ครับ ทรู มูฟ มี โปรโมชั่น เกี่ยว กับ ไลน์ไหม ครับ,enquire,promotion,promotions
อยากถามว่าเติมเงินเข้าไป บาท แต่ทำไมยอดเงินคงเหลือ บาท,อยาก ถาม ว่า เติม เงิน เข้า ไป บาท แต่ ทำไม ยอด เงิน คง เหลือ บาท,enquire,balance,billing and payment
อยากสอบถามค่าข้างชำระรายเดือนหน่อยค่ะ,อยาก สอบถาม ค่า ข้าง ชำระ ราย เดือน หน่อย ค่ะ,enquire,balance,billing and payment
ถ้าอยากเติมเงิน กด * รึป่าวค่ะ,ถ้า อยาก เติม เงิน กด * รึป่าวค่ะ,enquire,payment,billing and payment
สมัครโปรโมชั่นอินเตอร์เน็ต,สมัคร โปรโมชั่นอินเตอร์เน็ต,buy,package,promotions
รู้สึกว่าป้าจะเติมเข้าไปไม่เห็นมี Masseage อะไรมันเงียบกริบเลยอ่ะ,รู้สึก ว่า ป้า จะ เติม เข้า ไป ไม่ เห็น มี Masseage อะไร มัน เงียบกริบ เลย อ่ะ,enquire,payment,billing and payment
