0,labels,len,texts
,positive,62.0,จริงๆหนูจะปิดบัตรแล้ว พี่ให้คำปรึกษาโอเค เลยคิดที่จะใช้บัตรต่อ
,positive,14.0,ออนไลน์สะดวกดี
,neutral,48.0,พอดีเพิ่งไปกดเงินสดจากบัตรยูเมะพลัสมาเพื่อปิดยอด
,neutral,,มันอาจจะเรียกว่าแทบไม่มีประโยชน์กับการที่เราจะเอาเงินก้อนไปโปะมัน
,neutral,,คุณทำในเรื่องของอุตสาหกรรมอื่น
,neutral,43.0,มองเป็นรายบุคคล ก็คงไม่พ้นเรื่องพัฒนาตัวเอง
,neutral,,ไม่ว่าจะเป็นเรื่องของ Media เองก็ตามเอา oppo ไม่ว่าจะเป็นเรื่องพวกนี้มันๆก็
,neutral,,เขาบอกว่าตอนนี้
,positive,30.0,ขอบคุณมากนะคะ ขอชมเชยได้มั้ยคะ
,neutral,,อันนี้มันเรื่องของ product activity เรื่องของการออพติไมซ์ให้ต้นทุนมันดีที่สุดก็จะเป็นส่วนที่ผมก็ทำเท่ากันถ้าเหมือนกันเลยไม่มีที่ไหนไม่ทำ
,neutral,,ปัญหาใหญ่ก็คือโครง
,neutral,,เรื่องลบเลยทำให้ฉันติดใจเรื่องทางฝั่งลูกสาวเนี่ยก็อาจจะเป็นเรื่องที่ทำให้ท่าน
,neutral,,ย้อนลงไป 900
,neutral,51.0,อาจจะต้องรอซัก 6 เดือน - 1 ปี แล้วค่อยสมัครใหม่ครับ
,neutral,,คำนี้ไม่มีอยู่วัฒนาผมกับพี่
,neutral,,ครับผมโอเคครับครับครับผม
,neutral,,ว่าไงครับผม
,neutral,,เพราะเท่าที่รู้ดอกเบี้ยธนาคารสีชมพูอันนี้เป็นดอกเบี้ยแบบ Fixed rate
,positive,29.0,บริการเยี่ยมมากมาก  ยอดเยี่ยม
,positive,41.0,วันนี้กระจ่างมากๆ วันนี้ต้องขอบคุณมากครับ
,neutral,55.0,แล้วถ้าคบกันจริงแล้วมันเป็นไง สงกับแอฟ เลิกกันนานแล้วนะ
,neutral,26.0,คุณไม่ใช่คนแรกที่โดนยกเลิก
,neutral,,แผนแอบพ่อลงทุนของน้องคนนี้ครับ
,neutral,28.0,ดาวน์ 50% ถ้างานมั่นคง ผ่าน 
,neutral,,ก็สามารถที่จะ
,neutral,,การออมหรือมีกองทุนหรือมีอะไรบางอย่าง
,neutral,,มันคือ
,neutral,,ถ้าผมเห็นง่ายๆ
,neutral,45.0,แล้วเพิ่มให้จริงไหม ต้องคิดต่ออะไรกับ บรึป่าว
,neutral,19.0,ในเมื่อเวลาทำรายการ
,neutral,61.0,ปล2 ปชช อาจจะเป็นคนมีความรู้ระดับปเอก หรือคนอ่านหนังสือไม่ออก
,neutral,,ก่อนตั้งนี่แหละบางคนโทรมาจนแบบเสียงเดิม
,neutral,,เอาตัวรอด
,neutral,,จะต้องบอกอย่างนี้ก่อนเนาะ
,neutral,,ระบบกันมากขึ้น
,neutral,51.0,จะมีก็แต่พวกเวบต่างประเทศที่ไม่รับบัตรจากต่างประเทศ
,neutral,,สิ่งที่ต้องทำให้มีอะไรผิดเลย
,neutral,,เอา 50000 มาช่วยผ่อน
,neutral,,เรื่องของการลงทุนนะลงทุนกองทุนอย่าไปยุ่งมันก็ห้ามเลยครับพี่หนุ่มครับ
,positive,50.0,ขอบคุณน้องมากมีพนักงานอย่างนี้ พี่กด 5 ให้เลยเนี้ย
,neutral,,ว่าจะเข้าไปตอนไหน
,neutral,,อย่าไปพูดคำว่ากำไรใช่ค่ะ
,neutral,,บอกได้เลยว่าทุกคนจะคิดเห็นตรงกัน
,negative,88.0,ถ้าจะยกเลิกบัตรต้องชำระรายปีให้เรียบร้อยก่อนจึงจะยกเลิกได้ ประโยคเชิงบังคับ สร้างเงือนไข
