texts,labels
ผมตอบอุตสาหกรรมทั่วๆไปเอามาใหม่แล้วคิดใหม่ไม่ใช่มาฟันธง,neutral
ไม่ว่าจะเป็นเรื่องของ Media เองก็ตามเอา oppo ไม่ว่าจะเป็นเรื่องพวกนี้มันๆก็,neutral
เจออย่างงี้เซงเลย โมโหมาก,negative
ยิ่งตรงเป้าหมาย,neutral
มันไม่มีอะไรตายตัวมั้ง,negative
ยุ่งยากค่ะ,negative
เพราะเงื่อนไขอะไรก็ไม่มี ใครจะไปกล้าทำ,negative
อย่าเพิ่งลงทุนหุ้นกับคุณยังไม่ได้ดูครบทั้ง 12 ตอนอะไรนะครับผมจะได้ตอนแรกวันนี้ครับโอมครับ,neutral
แต่มันทำไม่ได้ด้วยกลไก,negative
น้าจีนจะมาจีนจะแข็งแกร่งอะไรนะ,neutral
ช่วงเวลาที่ผ่านมาก็เคยเห็นนะครับไม่ว่าจะเป็น The Secret Sauce เองก็ดีด้วย,neutral
8 ขาลงอยู่บ้านบ่ชัดเจนเนี่ยอันนี้โอกาสน้อยเพราะว่าเราโดนค่าปรับแพง,neutral
เรียงกันไปนิดนึงดูว่าเหมือนฝั่งจีน,neutral
อธิบายชัดเจน ยินดีที่ได้รู้จัก ขอบคุณสำหรับการบริการดีมาก,positive
สุดท้ายก็คือ,neutral
ขอบคุณมากสำหรับคำแนะนำ,positive
ของ GDP เขาไม่ได้ติดลบก็โตนะปีนี้เขาโต,neutral
ให้ความกระจ่ายชัดเจนมาก,positive
การคว้าโอกาสไม่ได้ของเขาความแข็งแกร่งทางการเงินการบริหารจัดการมันมีปัจจัยเยอะนะไอ้อุตสาหกรรมหนึ่งที่ที่ก็ได้รับผลกระทบที่ดี,neutral
ขอตำหนิ,negative
อธิบายคล่อง อธิบายละเอียดดีมาก,positive
nan,neutral
24 เพิ่งเริ่มทำงานสักแป๊บนึง,neutral
บางทีอาจเราอาจจะไม่ได้เหมาะกับหุ้นก็ได้ค่ะ,neutral
ขอบคุณทุกท่าน มากๆเลยครับ,positive
